messy_vendor,matched_vendor,score,method,counterparty,location
Apex Recycling,Apex Recycling & Disposal,75.67567567567568,constrained,8527 Eugene - Bethel & Danebo,8527 Eugene - Bethel & Danebo
Apex Recycling & Disposal,Apex Recycling & Disposal,100.0,constrained,8527 Eugene - Bethel & Danebo,8527 Eugene - Bethel & Danebo
Apex Recyling and Disposal,Apex Recycling & Disposal,89.79591836734694,constrained,8527 Eugene - Bethel & Danebo,8527 Eugene - Bethel & Danebo
Apex recycling and disposal,Apex Recycling & Disposal,92.0,constrained,8531 Eugene - Santa Clara,8531 Eugene - Santa Clara
COUNTY TRANS & RECYCLING,Waste Connections - County Trans & Recycling,70.96774193548387,constrained,8536 Florence - Hwy 101,8536 Florence - Hwy 101
Gresham Sanitary,Gresham Sanitary Service,80.0,constrained,8543 Gresham - East Powell,8543 Gresham - East Powell
GRESHAM SANITARY SERVICE INC,Gresham Sanitary Service,92.3076923076923,constrained,8543 Gresham - East Powell,8543 Gresham - East Powell
GRESHAM SANITARY SERVICE INC.,Gresham Sanitary Service,92.3076923076923,constrained,8543 Gresham - East Powell,8543 Gresham - East Powell
"GRESHAM SANITARY SERVICE, INC.",Gresham Sanitary Service,92.3076923076923,constrained,8543 Gresham - East Powell,8543 Gresham - East Powell
Hillsboro Garbage Disposal,Hillsboro Garbage Disposal Inc.,92.85714285714286,constrained,8550 Hillsboro - North Hillsboro,8550 Hillsboro - North Hillsboro
HOOD RIVER GARBAGE SERVICE\nA WASTE CONNECTIONS COMPANY,Waste Connections - Hood River Garbage,80.0,constrained,8553 Hood River Heights - 12th St,8553 Hood River Heights - 12th St
DE DISPOSAL COMPANY,Pride Disposal Company,78.04878048780488,constrained,8558 King City - 116th Avenue,8558 King City - 116th Avenue
DISPOSAL COMPANY,Pride Disposal Company,84.21052631578947,constrained,8558 King City - 116th Avenue,8558 King City - 116th Avenue
POSAL COMPANY,Pride Disposal Company,74.28571428571429,constrained,8558 King City - 116th Avenue,8558 King City - 116th Avenue
PRI DE DISPOSAL COMPANY,Pride Disposal Company,88.88888888888889,constrained,8558 King City - 116th Avenue,8558 King City - 116th Avenue
Pride Disposal,Pride Disposal Company,77.77777777777779,constrained,8558 King City - 116th Avenue,8558 King City - 116th Avenue
Pride DISPOSAL COMPANY,Pride Disposal Company,100.0,constrained,8558 King City - 116th Avenue,8558 King City - 116th Avenue
WASTE-PRO,Waste-Pro Inc.,80.0,constrained,8561 La Grande - Adams,8561 La Grande - Adams
North Lincoln Sanitary,North Lincoln Sanitary Service,84.61538461538461,constrained,8571 Lincoln City - Fifth Street,8571 Lincoln City - Fifth Street
North Lincoln Sanitary Service,North Lincoln Sanitary Service,100.0,constrained,8571 Lincoln City - Fifth Street,8571 Lincoln City - Fifth Street
Madras Sanitary,Madras Sanitary Services,76.92307692307692,constrained,8572 Madras - SW C Street,8572 Madras - SW C Street
Madras Sanitary Service,Madras Sanitary Services,97.87234042553192,constrained,8572 Madras - SW C Street,8572 Madras - SW C Street
cology Western Oregon WASTE,Recology Western Oregon Waste,71.42857142857143,constrained,8573 Manzanita - Laneda,8573 Manzanita - Laneda
RECOLOGY WESTERN OREGON,Recology Western Oregon Waste,88.46153846153845,constrained,8574 McMinnville - E. Third,8574 McMinnville - E. Third
Pacific Sanitation Inc.,Pacific Sanitation Inc.,100.0,constrained,8580 Mill City - Santiam Blvd,8580 Mill City - Santiam Blvd
Pacific Sanitation,Pacific Sanitation Inc.,90.0,constrained,8580 Mill City - Santiam Blvd,8580 Mill City - Santiam Blvd
Pacific Sanitation\nInc.,Pacific Sanitation Inc.,81.81818181818181,constrained,8580 Mill City - Santiam Blvd,8580 Mill City - Santiam Blvd
MOLALLA SANITARY SERVICE,Molalla Sanitary Services Inc.,90.56603773584906,constrained,8586 Molalla - Center,8586 Molalla - Center
Brandt's Sanitary,Brandt's Sanitary Service Inc.,72.72727272727273,constrained,8587 Monmouth - E. Main,8587 Monmouth - E. Main
THOMPSON'S SANITARY SERVICE,THOMPSON'S SANITARY SERVICE,100.0,constrained,8591 Newport - Yaquina Bay,8591 Newport - Yaquina Bay
Thompson's Sanitary,THOMPSON'S SANITARY SERVICE,81.81818181818181,constrained,8591 Newport - Yaquina Bay,8591 Newport - Yaquina Bay
Thompson's Sanitary Service,THOMPSON'S SANITARY SERVICE,100.0,constrained,8591 Newport - Yaquina Bay,8591 Newport - Yaquina Bay
"THOMPSON'S SANITARY SERVICE, INC",THOMPSON'S SANITARY SERVICE,92.85714285714286,constrained,8591 Newport - Yaquina Bay,8591 Newport - Yaquina Bay
LES SANITARY SERVICE,Key's Sanitary Services,90.47619047619048,global,8593 North Bend - Virginia,8593 North Bend - Virginia
GON CITY GARBAGE,Oregon City Garbage Company,74.4186046511628,constrained,8596 Oregon City - Hilltop,8596 Oregon City - Hilltop
OREGON CITY GARBAGE,Oregon City Garbage Company,82.6086956521739,constrained,8596 Oregon City - Hilltop,8596 Oregon City - Hilltop
"Pendleton Sanitary Service, Inc.",Pendleton Sanitary,75.0,constrained,8600 Pendleton - SW Court,8600 Pendleton - SW Court
GARBAGE & RECYCLING,Heiberg Garbage & Recycling,80.95238095238095,constrained,8601 Portland - 102nd & Washington,8601 Portland - 102nd & Washington
Heiberg GARBAGE & RECYCLING,Heiberg Garbage & Recycling,100.0,constrained,8601 Portland - 102nd & Washington,8601 Portland - 102nd & Washington
HHEIBERG GARBAGE & RECYCLING,Heiberg Garbage & Recycling,98.0392156862745,constrained,8601 Portland - 102nd & Washington,8601 Portland - 102nd & Washington
Heiberg Garbage,Heiberg Garbage & Recycling,75.0,constrained,8607 Portland - 39th & Salmon,8607 Portland - 39th & Salmon
Walker Garbage,Walker Garbage Service Inc.,70.0,constrained,8615 Portland - Cedar Mill,8615 Portland - Cedar Mill
HEIBERG GARBAGE & RECYCLING,Heiberg Garbage & Recycling,100.0,constrained,8626 Portland - Hollywood,8626 Portland - Hollywood
ROSEBURG DISPOSAL COMPANY,Roseburg Disposal,80.95238095238095,constrained,8659 Roseburg - Garden Valley,8659 Roseburg - Garden Valley
Roseburg Disposal,Roseburg Disposal,100.0,constrained,8659 Roseburg - Garden Valley,8659 Roseburg - Garden Valley
BGL INC. Suburban Garbage,Suburban Garbage Service,79.16666666666666,constrained,8663 Salem - Center & Lancaster,8663 Salem - Center & Lancaster
"LOREN'S SANITATION & RECYCLING SERVICE, INC.","Loren's Sanitation & Recycling, Inc",88.57142857142857,constrained,8666 Keizer - Main,8666 Keizer - Main
"DISPOSAL, INC.","J&B Disposal, Inc",88.88888888888889,global,8676 Salem - West Salem,8676 Salem - West Salem
Valley RECYCLING,Valley Recycling & Disposal Inc.,71.11111111111111,constrained,8676 Salem - West Salem,8676 Salem - West Salem
"Valley Recycling And Disposal, INC",Valley Recycling & Disposal Inc.,93.5483870967742,constrained,8676 Salem - West Salem,8676 Salem - West Salem
"Valley Recycling and Disposal, Inc.",Valley Recycling & Disposal Inc.,93.5483870967742,constrained,8676 Salem - West Salem,8676 Salem - West Salem
P.R.I.DE\nDISPOSAL COMPANY,Pride Disposal Company,72.72727272727273,constrained,8682 Sherwood - Washington,8682 Sherwood - Washington
PRIDE DISPOSAL COMPANY,Pride Disposal Company,100.0,constrained,8682 Sherwood - Washington,8682 Sherwood - Washington
HUDSON GARBAGE COMPANY,Waste Connections - Hudson Garbage Company,70.96774193548387,constrained,8687 St. Helens - South St. Helens,8687 St. Helens - South St. Helens
HUDSON GARBAGE SERVICE A WASTE CONNECTIONS COMPANY,Waste Connections - Hudson Garbage Company,88.88888888888889,constrained,8687 St. Helens - South St. Helens,8687 St. Helens - South St. Helens
HUDSON GARBAGE SERVICE\nA WASTE CONNECTIONS COMPANY,Waste Connections - Hudson Garbage Company,88.88888888888889,constrained,8687 St. Helens - South St. Helens,8687 St. Helens - South St. Helens
CITY SANITARY SERVICE,City Sanitary Service,100.0,constrained,8695 Tillamook - Main,8695 Tillamook - Main
"Disposal & Recycling, Inc.",Evergreen Disposal & Recycling,80.0,constrained,8734 Hillsboro - Orenco Station,8734 Hillsboro - Orenco Station
City of Laramie,City of Laramie,100.0,constrained,8828 Laramie,8828 Laramie
"Key Disposal & Recycling, Inc.",Key Disposal & Recycling,91.66666666666666,global,8893 Montebello - W Beverly,8893 Montebello - W Beverly
Mt. Diablo Resource Recovery,MT. DIABLO RESOURCE RECOVERY,100.0,constrained,8931 Concord - 1875 Willow Pass,8931 Concord - 1875 Willow Pass
First Piedmont,FIRST PIEDMONT,100.0,constrained,894 - Lynchburg,894 - Lynchburg
Taylor's Septic Service,"Taylor's Septic Services, Inc.",89.79591836734694,constrained,894 - Lynchburg,894 - Lynchburg
"Taylor's Septic Service, Inc.","Taylor's Septic Services, Inc.",98.11320754716981,constrained,894 - Lynchburg,894 - Lynchburg
RECOLOGY SUNSET SCAVENGER,Recology Sunset Scavenger,100.0,constrained,8947 San Francisco - 2001 Mission,8947 San Francisco - 2001 Mission
Same Day Dumpsters,Same Day Dumpsters,100.0,global,8947 San Francisco - 2001 Mission,8947 San Francisco - 2001 Mission
Alameda County Industries,Alameda County Industries - San Leandro,80.64516129032258,constrained,8949 San Leandro - East 14th,8949 San Leandro - East 14th
GREEN WASTE OF TEHAMA A WASTE CONNECTIONS COMPANY,Waste Connections - Green Waste of Tehama,88.63636363636364,constrained,8985 Red Bluff,8985 Red Bluff
GREEN WASTE OF TEHAMA,Waste Connections - Green Waste of Tehama,70.0,constrained,8985 Red Bluff,8985 Red Bluff
GREEN WASTE OF TEHAMA\nA WASTE CONNECTIONS COMPANY,Waste Connections - Green Waste of Tehama,88.63636363636364,constrained,8985 Red Bluff,8985 Red Bluff
CITY OF TRACY,"City of Tracy, CA",89.65517241379311,constrained,9058 Tracy - W. Grant Line Road,9058 Tracy - W. Grant Line Road
ALAMEDA COUNTY INDUSTRIES,Alameda County Industries - San Leandro,80.64516129032258,constrained,9064 Alameda - Santa Clara East Off,9064 Alameda - Santa Clara East Off
CAL-WASTE CALIFORNIA WASTE RECOVERY,CALIFORNIA WASTE RECOVERY SYSTEMS LLC,76.05633802816901,constrained,9070 Angels Camp - S. Main,9070 Angels Camp - S. Main
"CALIFORNIA WASTE RECOVERY SYSTEMS, LLC",CALIFORNIA WASTE RECOVERY SYSTEMS LLC,100.0,constrained,9070 Angels Camp - S. Main,9070 Angels Camp - S. Main
CALIFORNIA WASTE RECOVERY,CALIFORNIA WASTE RECOVERY SYSTEMS LLC,80.64516129032258,constrained,9070 Angels Camp - S. Main,9070 Angels Camp - S. Main
Recology-Auburn Placer,Recology-Auburn Placer,100.0,constrained,9081 Colfax - S. Main,9081 Colfax - S. Main
blo Resource Recovery,MT. DIABLO RESOURCE RECOVERY,87.5,constrained,9084 Concord - Clayton Road,9084 Concord - Clayton Road
MT DIABLO RES REC,MT. DIABLO RESOURCE RECOVERY,77.27272727272727,constrained,9084 Concord - Clayton Road,9084 Concord - Clayton Road
Mt Diablo Resource Recovery,MT. DIABLO RESOURCE RECOVERY,100.0,constrained,9084 Concord - Clayton Road,9084 Concord - Clayton Road
Mt. Diablo Resource,MT. DIABLO RESOURCE RECOVERY,80.0,constrained,9084 Concord - Clayton Road,9084 Concord - Clayton Road
Recology Del Norte,RECOLOGY-DEL NORTE,80.0,constrained,9087 Crescent City - Third St,9087 Crescent City - Third St
Recology\nDel Norte\nWASTE ZERO,RECOLOGY-DEL NORTE,73.91304347826086,constrained,9087 Crescent City - Third St,9087 Crescent City - Third St
Amador Valley Industries,Amador Valley Industries,100.0,constrained,9091 Dublin - 11805 Dublin Blvd,9091 Dublin - 11805 Dublin Blvd
"AMADOR VALLEY INDUSTRIES, LLC",Amador Valley Industries,92.3076923076923,constrained,9091 Dublin - 11805 Dublin Blvd,9091 Dublin - 11805 Dublin Blvd
Humboldt County,RECOLOGY-HUMBOLDT COUNTY,78.94736842105263,constrained,9093 Eureka - 5th & I,9093 Eureka - 5th & I
RECOLOGY EEL RIVER,Recology Eel River,100.0,constrained,9099 Fortuna - 11th & L,9099 Fortuna - 11th & L
"LIVERMORE SANITATION, INC.",Waste Connections - Livermore Sanitation Inc,72.72727272727273,constrained,9109 Livermore - Second Street,9109 Livermore - Second Street
Gilton Solid Waste,Gilton Solid Waste Management,76.59574468085107,constrained,9114 Modesto - McHenry,9114 Modesto - McHenry
Gilton Solid Waste Management,Gilton Solid Waste Management,100.0,constrained,9114 Modesto - McHenry,9114 Modesto - McHenry
"NAPA RECYCLING & WASTE SERVICES, LLC","Napa Recycling & Waste Services, LLC",100.0,constrained,9119 Napa - Jefferson,9119 Napa - Jefferson
"NORTHERN RECYCLING & WASTE SERVICES, LLC",Northern Recycling & Waste Services,94.28571428571428,global,9122,
EL DORADO DISPOSAL A WASTE CONNECTIONS,Waste Connections - El Dorado Disposal Service,87.8048780487805,constrained,9124 Placerville - Sacramento,9124 Placerville - Sacramento
EL DORADO DISPOSAL A WASTE CONNECTIONS COMPANY,Waste Connections - El Dorado Disposal Service,80.0,constrained,9124 Placerville - Sacramento,9124 Placerville - Sacramento
EL DORADO DISPOSAL SERVICE,Waste Connections - El Dorado Disposal Service,74.28571428571429,constrained,9124 Placerville - Sacramento,9124 Placerville - Sacramento
EL DORADO DISPOSAL\nA WASTE CONNECTIONS COMPANY,Waste Connections - El Dorado Disposal Service,80.0,constrained,9124 Placerville - Sacramento,9124 Placerville - Sacramento
n Garbage Service Inc.,Pleasanton Garbage Service Inc.,82.35294117647058,constrained,9126 Pleasanton - Main,9126 Pleasanton - Main
ATLAS DISPOSAL,"Atlas Disposal, LLC",87.5,constrained,9143 Sacramento - Greenhaven,9143 Sacramento - Greenhaven
Yreka Transfer,Yreka Transfer,100.0,constrained,9169 Yreka - W. Center,9169 Yreka - W. Center
"Yreka Transfer, LLC",Yreka Transfer,87.5,constrained,9169 Yreka - W. Center,9169 Yreka - W. Center
DISPOSAL AND RECYCLIN,ACE RECYCLING AND DISPOSAL,89.36170212765957,global,9216,
CITY CITY OF DALY CITY,City of Daly City,87.17948717948718,constrained,9290 Daly City - Serramonte,9290 Daly City - Serramonte
CITY OF DALY CITY,City of Daly City,100.0,constrained,9290 Daly City - Serramonte,9290 Daly City - Serramonte
CITY\nCITY OF DALY CITY,City of Daly City,87.17948717948718,constrained,9290 Daly City - Serramonte,9290 Daly City - Serramonte
DAL CITY OF DALY CITY,City of Daly City,89.47368421052632,constrained,9290 Daly City - Serramonte,9290 Daly City - Serramonte
DALY CITY CITY OF DALY CITY,City of Daly City,77.27272727272727,constrained,9290 Daly City - Serramonte,9290 Daly City - Serramonte
OF DALY CITY,City of Daly City,82.75862068965517,constrained,9290 Daly City - Serramonte,9290 Daly City - Serramonte
Mission Trail Waste Systems,Mission Trail Waste Systems,100.0,constrained,9298 Los Altos,9298 Los Altos
WEST VALLEY COLLECTION & RECA WASTE CONNECTIONS COMPANY,Waste Connections - West Valley Collection & Recycling LLC,82.2429906542056,constrained,9299 Los Gatos,9299 Los Gatos
SCAVENGER,SSF Scavanger,72.72727272727273,constrained,9302 Millbrae,9302 Millbrae
SSF SCAVENGER Company,SSF Scavanger,70.58823529411764,constrained,9302 Millbrae,9302 Millbrae
Recology Sonoma Marin WASTE ZERO,RECOLOGY-SONOMA MARIN,76.92307692307692,constrained,9304 Novato,9304 Novato
Recology\nSonoma Marin\nWASTE ZERO,RECOLOGY-SONOMA MARIN,76.92307692307692,constrained,9304 Novato,9304 Novato
RECOLOGY OF THE COAST,Recology of the Coast,100.0,constrained,9305 Pacifica,9305 Pacifica
Recology Sonoma Marin,RECOLOGY-SONOMA MARIN,97.5609756097561,constrained,9311 Rohnert Park,9311 Rohnert Park
RECOLOGY SUNSET,Recology Sunset Scavenger,75.0,constrained,9325 San Francisco - Palm-Geary,9325 San Francisco - Palm-Geary
MERIDIAN WASTE- JAX,MERIDIAN WASTE FLORIDA,80.0,constrained,9657 Jacksonville - DCS,9657 Jacksonville - DCS
g revolution,G2 Revolution,96.0,constrained,9660 Frederick - DCS,9660 Frederick - DCS
"c/o Burrtec Waste Industries, Inc.","Burrtec Waste Industries, Inc",94.91525423728814,constrained,9942 Upland - East Foothill,9942 Upland - East Foothill
"Industries, Inc.",MSC Industries Inc,87.5,global,9942 Upland - East Foothill,9942 Upland - East Foothill
BURRTEC WASTE & RECYCLIN,Burrtec Waste & Recycling - Palm Desert Area,70.96774193548387,constrained,9951 Cathedral City,9951 Cathedral City
Burrtec Waste Industries Inc,"Burrtec Waste Industries, Inc",100.0,constrained,9977 Adelanto - Palmdale,9977 Adelanto - Palmdale
TWS Timmons Waste Service,Timmons Waste Service Inc,84.0,constrained,9AAE100985 Florence SC,9AAE100985 Florence SC
WASTE PRO - Pembroke Pines 117,Waste Pro - Pembroke Pines 117,100.0,constrained,9AAE101004 Miramar FL,9AAE101004 Miramar FL
Mid South Waste Disposal Inc.,Mid South Waste Disposal,92.3076923076923,constrained,9AAE103889 Senatobia MS,9AAE103889 Senatobia MS
"Mid South Waste Disposal, Inc",Mid South Waste Disposal,92.3076923076923,constrained,9AAE103889 Senatobia MS,9AAE103889 Senatobia MS
"Mid South Waste Disposal, Inc.",Mid South Waste Disposal,92.3076923076923,constrained,9AAE103889 Senatobia MS,9AAE103889 Senatobia MS
MERIDIAN WASTE - RAL,MERIDIAN WASTE,87.5,constrained,9AAE104092 Cary NC,9AAE104092 Cary NC
Texas Shred,Texas Shred,100.0,constrained,9AAE104474 Neenah WI,9AAE104474 Neenah WI
121 DISPOSAL COMPANY,121 Disposal Company,100.0,constrained,9AAE104782 Pelham AL,9AAE104782 Pelham AL
"WG Waste, LLC",WG Waste,80.0,constrained,9AAE105082 Alpharetta GA,9AAE105082 Alpharetta GA
Renewable Resources,"Renewable Resources, LLC",90.47619047619048,constrained,A-009 Evansville IN-North Brook,A-009 Evansville IN-North Brook
"D. Marshall Disposal, Inc.",Larry D. Marshall Disposal Inc,88.46153846153845,constrained,A-020 Princeton IN,A-020 Princeton IN
"Larry D. Marshall Disposal, Inc.",Larry D. Marshall Disposal Inc,100.0,constrained,A-020 Princeton IN,A-020 Princeton IN
Green River Waste,Green River Waste,100.0,constrained,A-073-1 Greenville,A-073-1 Greenville KY
Renewable RESOURCES LLC,"Renewable Resources, LLC",100.0,constrained,A-97009 ONSD/Landmark,A-97009 ONSD/Landmark
"Anytime Portables, Inc.",Anytime Portables,89.47368421052632,global,Agave & Rye - 426 Baxter Ave,Agave & Rye - 426 Baxter Ave
SCRAP METAL INC.,Scrap Metals Inc,96.7741935483871,global,AKAT-ILHOD,
PENINSULA REFUSE,PENINSULA REFUSE,100.0,constrained,AKKEN - 330 Main St Loop,AKKEN - 330 Main St Loop
Peninsula Refuse,PENINSULA REFUSE,100.0,constrained,AKKEN - 330 Main St Loop,AKKEN - 330 Main St Loop
PENINSULA\nREFUSE,PENINSULA REFUSE,93.75,constrained,AKKEN - 330 Main St Loop,AKKEN - 330 Main St Loop
PETE & PETE CONTAINER SERVICE,"Pete & Pete Container Service, Inc",93.10344827586206,constrained,AKR-112 Akron,AKR-112 Akron
Wise Environmental,Wise Environmental Solutions,78.26086956521739,constrained,AL9-224-Gadsden,AL9-224-Gadsden
Deans Clutter and Junk Removal,Dean's Clutter and Junk Removal LLC.,93.75,constrained,AL9-701-Anniston,AL9-701-Anniston
Bavarian,Bavarian Waste,72.72727272727273,constrained,ALANI NUTRITION - COVINGTON,ALANI NUTRITION - COVINGTON
WASTE COLLECTION SERVICES,Waste Connections - J&J Services,85.18518518518519,global,ALANI NUTRITION - COVINGTON,ALANI NUTRITION - COVINGTON
"Emfinger Steel Company, Inc.",Emfinger Steel Company Inc,100.0,global,ALENT,
Action Welding Inc,Action Welding Inc,100.0,constrained,ALEVE - 831 W Front St,ALEVE - 831 W Front St
