vendor_name,normalized,aggressive_normalized,invoice_count
FRONTIER- WASTE SOLUTIONS,FRONTIER- WASTE SOLUTIONS,FRONTIER WASTE SOLUTIONS,1
Frontier Waste Houston,FRONTIER WASTE HOUSTON,FRONTIER WASTE HOUSTON,1
PE DOYAL SANITATION,PE DOYAL SANITATION,PE DOYAL SANITATION,1
PE\nDOYAL\nSANITATION,PE\NDOYAL\NSANITATION,PE NDOYAL NSANITATION,1
KIRK OF CITY LAND,KIRK OF CITY LAND,KIRK OF CITY LAND,1
KIRKL,KIRKL,KIRKL,1
MAMMOTH DISPOSAL A WASTE CONNECTIONS COMPANY,MAMMOTH DISPOSAL A WASTE CONNECTIONS COMPANY,MAMMOTH DISPOSAL A WASTE CONNECTIONS COMPANY,1
MAMMOTH DISPOSAL,MAMMOTH DISPOSAL,MAMMOTH DISPOSAL,1
MAMMOTH DISPOSAL\nA WASTE CONNECTIONS COMPANY,MAMMOTH DISPOSAL\NA WASTE CONNECTIONS COMPANY,MAMMOTH DISPOSAL NA WASTE CONNECTIONS COMPANY,1
Sanitary Service Company (SSC),SANITARY SERVICE COMPANY (SSC),SANITARY SERVICE COMPANY SSC,1
Center,CENTER,CENTER,1
EDCO WASTE SERVICES,EDCO WASTE SERVICES,EDCO WASTE SERVICES,1
Cook Sanitation Services,COOK SANITATION SERVICES,COOK SANITATION SERVICES,1
GES of Kansas,GES OF KANSAS,GES OF KANSAS,1
GES of Kansas North,GES OF KANSAS NORTH,GES OF KANSAS NORTH,1
Green Environment,GREEN ENVIRONMENT,GREEN ENVIRONMENT,1
Green Environmental,GREEN ENVIRONMENTAL,GREEN ENVIRONMENTAL,1
City of Hidalgo,CITY OF HIDALGO,CITY OF HIDALGO,1
City of Hidalgo\nUtility Department,CITY OF HIDALGO\NUTILITY DEPARTMENT,CITY OF HIDALGO NUTILITY DEPARTMENT,1
GARRISON DISPOSAL CO,GARRISON DISPOSAL CO,GARRISON DISPOSAL,1
Garrison Disposal,GARRISON DISPOSAL,GARRISON DISPOSAL,1
Parrison Disposa,PARRISON DISPOSA,PARRISON DISPOSA,1
Parrison\nDisposa,PARRISON\NDISPOSA,PARRISON NDISPOSA,1
Loren Fischer,LOREN FISCHER,LOREN FISCHER,1
Loren Fischer Disposal,LOREN FISCHER DISPOSAL,LOREN FISCHER DISPOSAL,1
Loren Fischer Disposal INC.,LOREN FISCHER DISPOSAL INC.,LOREN FISCHER DISPOSAL,1
COUNTRY GARBAGE,COUNTRY GARBAGE,COUNTRY GARBAGE,1
Meechams COUNTRY GARBAGE,MEECHAMS COUNTRY GARBAGE,MEECHAMS COUNTRY GARBAGE,1
"H2O WASTE DISPOSAL SERVICES, LLC","H2O WASTE DISPOSAL SERVICES, LLC",H2O WASTE DISPOSAL SERVICES,1
CR&RINCORPORATED,CR&RINCORPORATED,CR RINCORPORATED,1
HAZARDOUS MATERIALS,HAZARDOUS MATERIALS,HAZARDOUS MATERIALS,1
Mac's Wood Products,MAC'S WOOD PRODUCTS,MAC S WOOD PRODUCTS,1
City of Lusk,CITY OF LUSK,CITY OF LUSK,1
Best Cleaner Disposat Inc.,BEST CLEANER DISPOSAT INC.,BEST CLEANER DISPOSAT,1
CH\nINTEGRATED\nwaste management district,CH\NINTEGRATED\NWASTE MANAGEMENT DISTRICT,CH NINTEGRATED NWASTE MANAGEMENT DISTRICT,1
WASATCH Account,WASATCH ACCOUNT,WASATCH ACCOUNT,1
Wasatch Integrated Waste,WASATCH INTEGRATED WASTE,WASATCH INTEGRATED WASTE,1
WASATCHINTEGRATED,WASATCHINTEGRATED,WASATCHINTEGRATED,1
Waste Management - Wasatch Integrated,WASTE MANAGEMENT - WASATCH INTEGRATED,WASTE MANAGEMENT WASATCH INTEGRATED,1
APEX Twin Enviro,APEX TWIN ENVIRO,APEX TWIN ENVIRO,1
Hauler Information\nBest Cleaner Disposal Inc.,HAULER INFORMATION\NBEST CLEANER DISPOSAL INC.,HAULER INFORMATION NBEST CLEANER DISPOSAL,1
RED WING,RED WING,RED WING,1
Wyoming Waste Services,WYOMING WASTE SERVICES,WYOMING WASTE SERVICES,1
MERIDIAN\nIDAHO,MERIDIAN\NIDAHO,MERIDIAN NIDAHO,1
CHURCH OF JESUSCHRIST LDS (BV),CHURCH OF JESUSCHRIST LDS (BV),CHURCH OF JESUSCHRIST LDS BV,1
Jackville City,JACKVILLE CITY,JACKVILLE CITY,1
Jackville City of Jacksonville,JACKVILLE CITY OF JACKSONVILLE,JACKVILLE CITY OF JACKSONVILLE,1
Jackville,JACKVILLE,JACKVILLE,1
WASATCH Account Statement INTEGRATED waste management district,WASATCH ACCOUNT STATEMENT INTEGRATED WASTE MANAGEMENT DISTRICT,WASATCH ACCOUNT STATEMENT INTEGRATED WASTE MANAGEMENT DISTRICT,1
WASTEWATER RECLAMATION,WASTEWATER RECLAMATION,WASTEWATER RECLAMATION,1
JUNK KING AMERICA'S GREENEST,JUNK KING AMERICA'S GREENEST,JUNK KING AMERICA S GREENEST,1
City of Odessa,CITY OF ODESSA,CITY OF ODESSA,1
City of Roosevelt ity,CITY OF ROOSEVELT ITY,CITY OF ROOSEVELT ITY,1
Cowboy Sanitation,COWBOY SANITATION,COWBOY SANITATION,1
Waste Connections - Kieffer Sanitation,WASTE CONNECTIONS - KIEFFER SANITATION,WASTE CONNECTIONS KIEFFER SANITATION,1
SGS. LLC,SGS. LLC,SGS,1
SGS. LLC dba Carroll,SGS. LLC DBA CARROLL,SGS DBA CARROLL,1
"McDowell & Sons Sanitation, LLC","MCDOWELL & SONS SANITATION, LLC",MCDOWELL SONS SANITATION,1
ON PYMTS,ON PYMTS,ON PYMTS,1
Town Gardnerville,TOWN GARDNERVILLE,TOWN GARDNERVILLE,1
TOWN OF GARDNER,TOWN OF GARDNER,TOWN OF GARDNER,1
"WASTE CONNECTIONS LONE STAR, INC.","WASTE CONNECTIONS LONE STAR, INC.",WASTE CONNECTIONS LONE STAR,1
ADA COUNTY TRASH BILLING,ADA COUNTY TRASH BILLING,ADA COUNTY TRASH BILLING,1
DAR PRO SOLUTIONS by Darling Ingredients,DAR PRO SOLUTIONS BY DARLING INGREDIENTS,DAR PRO SOLUTIONS BY DARLING INGREDIENTS,1
DAR PRO SOLUTIONS,DAR PRO SOLUTIONS,DAR PRO SOLUTIONS,1
DAR PRO,DAR PRO,DAR PRO,1
Burrtec Waste & Recycling Services Wastealogy Group,BURRTEC WASTE & RECYCLING SERVICES WASTEALOGY GROUP,BURRTEC WASTE RECYCLING SERVICES WASTEALOGY GROUP,1
WESTERN ELITE DESERET INDUSTRIES,WESTERN ELITE DESERET INDUSTRIES,WESTERN ELITE DESERET INDUSTRIES,1
KOOTE4NAI COUNTY SOLID WASTE,KOOTE4NAI COUNTY SOLID WASTE,KOOTE4NAI COUNTY SOLID WASTE,1
ELKO Sanitation,ELKO SANITATION,ELKO SANITATION,1
LAKESHORE DISPOSAL\nA WASTE CONNECTIONS COMPANY,LAKESHORE DISPOSAL\NA WASTE CONNECTIONS COMPANY,LAKESHORE DISPOSAL NA WASTE CONNECTIONS COMPANY,1
"Snake River Rubbish, LLC","SNAKE RIVER RUBBISH, LLC",SNAKE RIVER RUBBISH,1
Pueblo of Zuni- Solid Waste Program,PUEBLO OF ZUNI- SOLID WASTE PROGRAM,PUEBLO OF ZUNI SOLID WASTE PROGRAM,1
Pueblo of Zuni-Solid Waste Program,PUEBLO OF ZUNI-SOLID WASTE PROGRAM,PUEBLO OF ZUNI SOLID WASTE PROGRAM,1
Midwest sanitation and Recycling,MIDWEST SANITATION AND RECYCLING,MIDWEST SANITATION AND RECYCLING,1
CITY OF LEWISTON NOS,CITY OF LEWISTON NOS,CITY OF LEWISTON NOS,1
City of Lewiston,CITY OF LEWISTON,CITY OF LEWISTON,1
LEWISTOP CITY OF LEWISTON,LEWISTOP CITY OF LEWISTON,LEWISTOP CITY OF LEWISTON,1
A TEAM Distel,A TEAM DISTEL,A TEAM DISTEL,1
Carroll Refuse,CARROLL REFUSE,CARROLL REFUSE,1
Carroll Refuse Service,CARROLL REFUSE SERVICE,CARROLL REFUSE SERVICE,1
"SGS, LLC","SGS, LLC",SGS,1
MCE Garbage,MCE GARBAGE,MCE GARBAGE,1
MCE Garbage & Recyclin,MCE GARBAGE & RECYCLIN,MCE GARBAGE RECYCLIN,1
Kootenai County Solid Waste Department,KOOTENAI COUNTY SOLID WASTE DEPARTMENT,KOOTENAI COUNTY SOLID WASTE DEPARTMENT,1
CH COUNTY SOLID WASTE SSD,CH COUNTY SOLID WASTE SSD,CH COUNTY SOLID WASTE SSD,1
Wastch County Solid Waste,WASTCH COUNTY SOLID WASTE,WASTCH COUNTY SOLID WASTE,1
A.C. SANITATION SERVICE,A.C. SANITATION SERVICE,A C SANITATION SERVICE,1
THOMAS,THOMAS,THOMAS,1
Thomas Refuse Service,THOMAS REFUSE SERVICE,THOMAS REFUSE SERVICE,1
Kieffer Sanitation A Waste Connections Company,KIEFFER SANITATION A WASTE CONNECTIONS COMPANY,KIEFFER SANITATION A WASTE CONNECTIONS COMPANY,1
XIN VOICE *,XIN VOICE *,XIN VOICE,1
Services\nLLC.,SERVICES\NLLC.,SERVICES NLLC,1
"Bright Disposal Services, LLC","BRIGHT DISPOSAL SERVICES, LLC",BRIGHT DISPOSAL SERVICES,1
Disposal Services.c,DISPOSAL SERVICES.C,DISPOSAL SERVICES C,1
RELATED UPDATES.,RELATED UPDATES.,RELATED UPDATES,1
DTS DUGGER TRASH SERVICE,DTS DUGGER TRASH SERVICE,DTS DUGGER TRASH SERVICE,1
Arkadelphia,ARKADELPHIA,ARKADELPHIA,1
City of Arkadelphia Sanitation Department,CITY OF ARKADELPHIA SANITATION DEPARTMENT,CITY OF ARKADELPHIA SANITATION DEPARTMENT,1
METHVIN,METHVIN,METHVIN,1
METHVIN SANITATION,METHVIN SANITATION,METHVIN SANITATION,1
"METHVIN SANITATION\nWASTE CONNECTIONS OF ARKANSAS, INC","METHVIN SANITATION\NWASTE CONNECTIONS OF ARKANSAS, INC",METHVIN SANITATION NWASTE CONNECTIONS OF ARKANSAS,1
"Hauler Information Tostenson, Inc.","HAULER INFORMATION TOSTENSON, INC.",HAULER INFORMATION TOSTENSON,1
"CARDS CARDS RIVER VALLEY INC. PO BOX 775 TONTITOWN, AR 72770 (877) 592-2737","CARDS CARDS RIVER VALLEY INC. PO BOX 775 TONTITOWN, AR 72770 (877) 592-2737",CARDS CARDS RIVER VALLEY PO BOX 775 TONTITOWN AR 72770 877 592 2737,1
CARDS CARDS RIVER VALLEY INC.,CARDS CARDS RIVER VALLEY INC.,CARDS CARDS RIVER VALLEY,1
"CARDS\nCARDS RIVER VALLEY INC.\nPO BOX 775\nTONTITOWN, AR 72770\n(877) 592-2737","CARDS\NCARDS RIVER VALLEY INC.\NPO BOX 775\NTONTITOWN, AR 72770\N(877) 592-2737",CARDS NCARDS RIVER VALLEY NPO BOX 775 NTONTITOWN AR 72770 N 877 592 2737,1
Celebrate America,CELEBRATE AMERICA,CELEBRATE AMERICA,1
MinnKota,MINNKOTA,MINNKOTA,1
"Avid Waste Systems, Inc.","AVID WASTE SYSTEMS, INC.",AVID WASTE SYSTEMS,1
Interstate Waste Management,INTERSTATE WASTE MANAGEMENT,INTERSTATE WASTE MANAGEMENT,1
"Action Environmental Services, Inc.","ACTION ENVIRONMENTAL SERVICES, INC.",ACTION ENVIRONMENTAL SERVICES,1
THE CITY OF Farg,THE CITY OF FARG,THE CITY OF FARG,1
LYTTLE SERVICE CO. LLC,LYTTLE SERVICE CO. LLC,LYTTLE SERVICE,1
Stamie E. Ly,STAMIE E. LY,STAMIE E LY,1
TIDY Gm SERVICES,TIDY GM SERVICES,TIDY GM SERVICES,1
Ace Sanitation,ACE SANITATION,ACE SANITATION,1
Ace Sanitation Service In,ACE SANITATION SERVICE IN,ACE SANITATION SERVICE IN,1
Clackamas WASTE ZERO,CLACKAMAS WASTE ZERO,CLACKAMAS WASTE ZERO,1
Clackamas\nWASTE ZERO,CLACKAMAS\NWASTE ZERO,CLACKAMAS NWASTE ZERO,1
City of Boxeman,CITY OF BOXEMAN,CITY OF BOXEMAN,1
City Sanitation,CITY SANITATION,CITY SANITATION,1
"WASTE CONNECTIONS OF WASHINGTON, Inc","WASTE CONNECTIONS OF WASHINGTON, INC",WASTE CONNECTIONS OF WASHINGTON,1
"EMPIRE DISPOSAL, INC.","EMPIRE DISPOSAL, INC.",EMPIRE DISPOSAL,1
TOWN HOMETOWN SANITATION LLC.,TOWN HOMETOWN SANITATION LLC.,TOWN HOMETOWN SANITATION,1
Check sammy,CHECK SAMMY,CHECK SAMMY,1
Robert J. Pellegrini DBA Upper/Valley Disposal,ROBERT J. PELLEGRINI DBA UPPER/VALLEY DISPOSAL,ROBERT J PELLEGRINI DBA UPPER VALLEY DISPOSAL,1
Upper Valley Disposal,UPPER VALLEY DISPOSAL,UPPER VALLEY DISPOSAL,1
Trublu Junk Removal,TRUBLU JUNK REMOVAL,TRUBLU JUNK REMOVAL,1
Ashland Sanitary Service WASTE ZERO,ASHLAND SANITARY SERVICE WASTE ZERO,ASHLAND SANITARY SERVICE WASTE ZERO,1
Ashland Sanitary Service\nWASTE ZERO,ASHLAND SANITARY SERVICE\NWASTE ZERO,ASHLAND SANITARY SERVICE NWASTE ZERO,1
Ashland Sanitary ServiceWASTE ZERO,ASHLAND SANITARY SERVICEWASTE ZERO,ASHLAND SANITARY SERVICEWASTE ZERO,1
RecologyWestern OregonWASTE ZERO,RECOLOGYWESTERN OREGONWASTE ZERO,RECOLOGYWESTERN OREGONWASTE ZERO,1
Western Oregon WASTE ZERO,WESTERN OREGON WASTE ZERO,WESTERN OREGON WASTE ZERO,1
Western Oregon\nWASTE ZERO,WESTERN OREGON\NWASTE ZERO,WESTERN OREGON NWASTE ZERO,1
"Swatco Sanitary Service, Inc.","SWATCO SANITARY SERVICE, INC.",SWATCO SANITARY SERVICE,1
"C & B SANITARY SERVICE, INC.","C & B SANITARY SERVICE, INC.",C B SANITARY SERVICE,1
Coos Bay Sanitary,COOS BAY SANITARY,COOS BAY SANITARY,1
Evergreen Disposal,EVERGREEN DISPOSAL,EVERGREEN DISPOSAL,1
Cottage Grove,COTTAGE GROVE,COTTAGE GROVE,1
Cottage Grove Garbage,COTTAGE GROVE GARBAGE,COTTAGE GROVE GARBAGE,1
GROVE,GROVE,GROVE,1
Sutherlin,SUTHERLIN,SUTHERLIN,1
Apex Recyling and Disposal,APEX RECYLING AND DISPOSAL,APEX RECYLING AND DISPOSAL,1
Apex recycling and disposal,APEX RECYCLING AND DISPOSAL,APEX RECYCLING AND DISPOSAL,1
Gresham Sanitary,GRESHAM SANITARY,GRESHAM SANITARY,1
HOOD RIVER GARBAGE SERVICE\nA WASTE CONNECTIONS COMPANY,HOOD RIVER GARBAGE SERVICE\NA WASTE CONNECTIONS COMPANY,HOOD RIVER GARBAGE SERVICE NA WASTE CONNECTIONS COMPANY,1
PRI D E,PRI D E,PRI D E,1
North Lincoln,NORTH LINCOLN,NORTH LINCOLN,1
North Lincoln Sanitary,NORTH LINCOLN SANITARY,NORTH LINCOLN SANITARY,1
MADRAS,MADRAS,MADRAS,1
Madras Sanitary,MADRAS SANITARY,MADRAS SANITARY,1
WESTERN OREGON,WESTERN OREGON,WESTERN OREGON,1
RECOLOGY WESTERN OREGON,RECOLOGY WESTERN OREGON,RECOLOGY WESTERN OREGON,1
Recology\nWestern Oregon\nWASTE ZERO,RECOLOGY\NWESTERN OREGON\NWASTE ZERO,RECOLOGY NWESTERN OREGON NWASTE ZERO,1
Recp;pgu,RECP;PGU,RECP PGU,1
MOLALLA SANITARY SERVICE,MOLALLA SANITARY SERVICE,MOLALLA SANITARY SERVICE,1
Brandt's Sanitary,BRANDT'S SANITARY,BRANDT S SANITARY,1
Sanitary,SANITARY,SANITARY,1
THOMPSON'S SAN,THOMPSON'S SAN,THOMPSON S SAN,1
CITY GARBAGE,CITY GARBAGE,CITY GARBAGE,1
GON CITY GARBAGE,GON CITY GARBAGE,GON CITY GARBAGE,1
OREGON CITY GARBAGE,OREGON CITY GARBAGE,OREGON CITY GARBAGE,1
HI HEIBERG,HI HEIBERG,HI HEIBERG,1
GARBAGE & RECY,GARBAGE & RECY,GARBAGE RECY,1
GARBAGE &,GARBAGE &,GARBAGE,1
WALKER,WALKER,WALKER,1
Walker Garbage,WALKER GARBAGE,WALKER GARBAGE,1
Walker Garbage and Recycling,WALKER GARBAGE AND RECYCLING,WALKER GARBAGE AND RECYCLING,1
Wessco,WESSCO,WESSCO,1
Wessco Waste & Recycling,WESSCO WASTE & RECYCLING,WESSCO WASTE RECYCLING,1
HEIBERG\nGARBAGE & RECYCLING,HEIBERG\NGARBAGE & RECYCLING,HEIBERG NGARBAGE RECYCLING,1
OMPANY,OMPANY,OMPANY,1
ROSEBURG DISPOSAL COMPANY,ROSEBURG DISPOSAL COMPANY,ROSEBURG DISPOSAL COMPANY,1
LOREN'S RAISE THE BAR,LOREN'S RAISE THE BAR,LOREN S RAISE THE BAR,1
Loren's,LOREN'S,LOREN S,1
"LOREN'S SANITATION & RECYCLING SERVICE, INC.","LOREN'S SANITATION & RECYCLING SERVICE, INC.",LOREN S SANITATION RECYCLING SERVICE,1
LOREN'S\nRAISE THE BAR,LOREN'S\NRAISE THE BAR,LOREN S NRAISE THE BAR,1
"DISPOSAL, INC.","DISPOSAL, INC.",DISPOSAL,1
"POSAL, INC.","POSAL, INC.",POSAL,1
Valley RECYCLIN,VALLEY RECYCLIN,VALLEY RECYCLIN,1
Valley RECYCLING,VALLEY RECYCLING,VALLEY RECYCLING,1
"Valley Recycling And Disposal, INC","VALLEY RECYCLING AND DISPOSAL, INC",VALLEY RECYCLING AND DISPOSAL,1
"Valley Recycling and Disposal, Inc.","VALLEY RECYCLING AND DISPOSAL, INC.",VALLEY RECYCLING AND DISPOSAL,1
HUDSON GARBAGE COMPANY,HUDSON GARBAGE COMPANY,HUDSON GARBAGE COMPANY,1
HUDSON GARBAGE SERVICE A WASTE CONNECTIONS COMPANY,HUDSON GARBAGE SERVICE A WASTE CONNECTIONS COMPANY,HUDSON GARBAGE SERVICE A WASTE CONNECTIONS COMPANY,1
HUDSON GARBAGE SERVICE,HUDSON GARBAGE SERVICE,HUDSON GARBAGE SERVICE,1
HUDSON GARBAGE SERVICE\nA WASTE CONNECTIONS COMPANY,HUDSON GARBAGE SERVICE\NA WASTE CONNECTIONS COMPANY,HUDSON GARBAGE SERVICE NA WASTE CONNECTIONS COMPANY,1
The Dalles Disposal,THE DALLES DISPOSAL,THE DALLES DISPOSAL,1
"Disposal & Recycling, Inc.","DISPOSAL & RECYCLING, INC.",DISPOSAL RECYCLING,1
RENT-A-BIN,RENT-A-BIN,RENT A BIN,1
WEST VALLEY RECYCLES,WEST VALLEY RECYCLES,WEST VALLEY RECYCLES,1
Taylor's Septic Service,TAYLOR'S SEPTIC SERVICE,TAYLOR S SEPTIC SERVICE,1
"Taylor's Septic Service, Inc.","TAYLOR'S SEPTIC SERVICE, INC.",TAYLOR S SEPTIC SERVICE,1
Recology Portalnd,RECOLOGY PORTALND,RECOLOGY PORTALND,1
CR&R\nINCORPORATED,CR&R\NINCORPORATED,CR R NINCORPORATED,1
GREEN WASTE OF TEHAMA A WASTE CONNECTIONS COMPANY,GREEN WASTE OF TEHAMA A WASTE CONNECTIONS COMPANY,GREEN WASTE OF TEHAMA A WASTE CONNECTIONS COMPANY,1
GREEN WASTE OF TEHAMA,GREEN WASTE OF TEHAMA,GREEN WASTE OF TEHAMA,1
GREEN WASTE OF TEHAMA\nA WASTE CONNECTIONS COMPANY,GREEN WASTE OF TEHAMA\NA WASTE CONNECTIONS COMPANY,GREEN WASTE OF TEHAMA NA WASTE CONNECTIONS COMPANY,1
SIGNAL HILL DISPOSAL,SIGNAL HILL DISPOSAL,SIGNAL HILL DISPOSAL,1
ALAMEDA COUNTY INDUSTRIES,ALAMEDA COUNTY INDUSTRIES,ALAMEDA COUNTY INDUSTRIES,1
MT DIABLO RES REC,MT DIABLO RES REC,MT DIABLO RES REC,1
Mt. Diablo Resource,MT. DIABLO RESOURCE,MT DIABLO RESOURCE,1
SERVICE SUSPENDED,SERVICE SUSPENDED,SERVICE SUSPENDED,1
Del Norte WASTE ZERO,DEL NORTE WASTE ZERO,DEL NORTE WASTE ZERO,1
Recology\nDel Norte\nWASTE ZERO,RECOLOGY\NDEL NORTE\NWASTE ZERO,RECOLOGY NDEL NORTE NWASTE ZERO,1
Gilton Solid Waste,GILTON SOLID WASTE,GILTON SOLID WASTE,1
Recology\nWASTE ZERO,RECOLOGY\NWASTE ZERO,RECOLOGY NWASTE ZERO,1
& DORADO DISPOSAL,& DORADO DISPOSAL,DORADO DISPOSAL,1
EL DORADO DISPOSAL A WASTE CONNECTIONS,EL DORADO DISPOSAL A WASTE CONNECTIONS,EL DORADO DISPOSAL A WASTE CONNECTIONS,1
EL DORADO DISPOSAL A WASTE CONNECTIONS COMPANY,EL DORADO DISPOSAL A WASTE CONNECTIONS COMPANY,EL DORADO DISPOSAL A WASTE CONNECTIONS COMPANY,1
EL DORADO DISPOSAL SERVICE,EL DORADO DISPOSAL SERVICE,EL DORADO DISPOSAL SERVICE,1
EL DORADO DISPOSAL\nA WASTE CONNECTIONS COMPANY,EL DORADO DISPOSAL\NA WASTE CONNECTIONS COMPANY,EL DORADO DISPOSAL NA WASTE CONNECTIONS COMPANY,1
RUBICON,RUBICON,RUBICON,1
Recology Yuba - Sutter WASTE ZERO,RECOLOGY YUBA - SUTTER WASTE ZERO,RECOLOGY YUBA SUTTER WASTE ZERO,1
WAREDISPOSAL,WAREDISPOSAL,WAREDISPOSAL,1
CITY CITY OF DALY CITY,CITY CITY OF DALY CITY,CITY CITY OF DALY CITY,1
CITY\nCITY OF DALY CITY,CITY\NCITY OF DALY CITY,CITY NCITY OF DALY CITY,1
DAL CITY OF DALY CITY,DAL CITY OF DALY CITY,DAL CITY OF DALY CITY,1
DALY CITY CITY OF DALY CITY,DALY CITY CITY OF DALY CITY,DALY CITY CITY OF DALY CITY,1
DALY\nCITY\nCITY OF DALY CITY,DALY\NCITY\NCITY OF DALY CITY,DALY NCITY NCITY OF DALY CITY,1
EA CITY,EA CITY,EA CITY,1
OF DALY CITY,OF DALY CITY,OF DALY CITY,1
WEST VALLEY COLLECTION & RECA WASTE CONNECTIONS COMPANY,WEST VALLEY COLLECTION & RECA WASTE CONNECTIONS COMPANY,WEST VALLEY COLLECTION RECA WASTE CONNECTIONS COMPANY,1
SCAVENGER Company,SCAVENGER COMPANY,SCAVENGER COMPANY,1
South San Francisco Scavenger,SOUTH SAN FRANCISCO SCAVENGER,SOUTH SAN FRANCISCO SCAVENGER,1
South San Frncisco Scavenger,SOUTH SAN FRNCISCO SCAVENGER,SOUTH SAN FRNCISCO SCAVENGER,1
SSF SCAVENGER Company,SSF SCAVENGER COMPANY,SSF SCAVENGER COMPANY,1
Recolog,RECOLOG,RECOLOG,1
Recology\nSonoma Marin\nWASTE ZERO,RECOLOGY\NSONOMA MARIN\NWASTE ZERO,RECOLOGY NSONOMA MARIN NWASTE ZERO,1
Sonoma Marin\nWASTE ZERO,SONOMA MARIN\NWASTE ZERO,SONOMA MARIN NWASTE ZERO,1
Recology P,RECOLOGY P,RECOLOGY P,1
Sunset Scavenger\nWASTE ZERO,SUNSET SCAVENGER\NWASTE ZERO,SUNSET SCAVENGER NWASTE ZERO,1
Scavenger\nWASTE ZERO,SCAVENGER\NWASTE ZERO,SCAVENGER NWASTE ZERO,1
RECOLOGY SUNSET,RECOLOGY SUNSET,RECOLOGY SUNSET,1
Vallejo,VALLEJO,VALLEJO,1
Recology.,RECOLOGY.,RECOLOGY,1
South Bay WASTE ZERO,SOUTH BAY WASTE ZERO,SOUTH BAY WASTE ZERO,1
South Bay\nWASTE ZERO,SOUTH BAY\NWASTE ZERO,SOUTH BAY NWASTE ZERO,1
MUNICIPAL SERVICES CENTER (MSC),MUNICIPAL SERVICES CENTER (MSC),MUNICIPAL SERVICES CENTER MSC,1
"Industries, Inc.","INDUSTRIES, INC.",INDUSTRIES,1
BURRTEC WASTE &,BURRTEC WASTE &,BURRTEC WASTE,1
TEC WASTE & RECYCLING SVCS,TEC WASTE & RECYCLING SVCS,TEC WASTE RECYCLING SVCS,1
"G, INC.","G, INC.",G,1
Yucaipa Disposal,YUCAIPA DISPOSAL,YUCAIPA DISPOSAL,1
"SECURE ITADS, LLC","SECURE ITADS, LLC",SECURE ITADS,1
LL ABB,LL ABB,LL ABB,1
Wasteology % JLL ABB,WASTEOLOGY % JLL ABB,WASTEOLOGY JLL ABB,1
Wasteology(RO) % JLL ABB,WASTEOLOGY(RO) % JLL ABB,WASTEOLOGY RO JLL ABB,1
"D. Marshall Disposal, Inc.","D. MARSHALL DISPOSAL, INC.",D MARSHALL DISPOSAL,1
Madisonville,MADISONVILLE,MADISONVILLE,1
Madisonville Municipal,MADISONVILLE MUNICIPAL,MADISONVILLE MUNICIPAL,1
Madisonville Municipal Utilities,MADISONVILLE MUNICIPAL UTILITIES,MADISONVILLE MUNICIPAL UTILITIES,1
ABE Trash &,ABE TRASH &,ABE TRASH,1
"Balcones Recycling, Inc.","BALCONES RECYCLING, INC.",BALCONES RECYCLING,1
PENINSULA\nREFUSE,PENINSULA\NREFUSE,PENINSULA NREFUSE,1
"ALASKA WASTE-KETCHIKAN, LLC","ALASKA WASTE-KETCHIKAN, LLC",ALASKA WASTE KETCHIKAN,1
DBA Anne's Cans,DBA ANNE'S CANS,DBA ANNE S CANS,1
Clutter & Junk,CLUTTER & JUNK,CLUTTER JUNK,1
Dean's,DEAN'S,DEAN S,1
Deans C,DEANS C,DEANS C,1
Deans Clut,DEANS CLUT,DEANS CLUT,1
Deans Clutter,DEANS CLUTTER,DEANS CLUTTER,1
Deans Clutter and Junk Removal,DEANS CLUTTER AND JUNK REMOVAL,DEANS CLUTTER AND JUNK REMOVAL,1
Bavarian,BAVARIAN,BAVARIAN,1
"MANAGEMENT OF PENNSYLVANIA, INC.","MANAGEMENT OF PENNSYLVANIA, INC.",MANAGEMENT OF PENNSYLVANIA,1
Woods Hauling,WOODS HAULING,WOODS HAULING,1
SABEL STEEL SERVICE,SABEL STEEL SERVICE,SABEL STEEL SERVICE,1
BLUE MOON,BLUE MOON,BLUE MOON,1
BLUE\nMOON,BLUE\NMOON,BLUE NMOON,1
ACES Disposal,ACES DISPOSAL,ACES DISPOSAL,1
"ADS BLACKFOOT LANDFILL, INC.","ADS BLACKFOOT LANDFILL, INC.",ADS BLACKFOOT LANDFILL,1
INDY CENTRAL HAULING,INDY CENTRAL HAULING,INDY CENTRAL HAULING,1
"WASTE MANAGEMENT OF INDIANA, L.L.C.","WASTE MANAGEMENT OF INDIANA, L.L.C.",WASTE MANAGEMENT OF INDIANA,1
BRUNNER,BRUNNER,BRUNNER,1
Joseph Brunner,JOSEPH BRUNNER,JOSEPH BRUNNER,1
Joseph J. RUNNER,JOSEPH J. RUNNER,JOSEPH J RUNNER,1
Joseph J.\nRUNNER Inc.,JOSEPH J.\NRUNNER INC.,JOSEPH J NRUNNER,1
BEYOND SURPLUS,BEYOND SURPLUS,BEYOND SURPLUS,1
Hauler,HAULER,HAULER,1
"SANITATION WASTE CONNECTIONS OF ARKANSAS, INC","SANITATION WASTE CONNECTIONS OF ARKANSAS, INC",SANITATION WASTE CONNECTIONS OF ARKANSAS,1
Independence County Class 1,INDEPENDENCE COUNTY CLASS 1,INDEPENDENCE COUNTY CLASS 1,1
Caddo Valley,CADDO VALLEY,CADDO VALLEY,1
"Southern Disposal, Inc. -","SOUTHERN DISPOSAL, INC. -",SOUTHERN DISPOSAL,1
